content,at,userName,score,application
baru baru stabil verifikasi wajah aplikasi tiba2 keluar sendiri saat belum verifikasi aplikasi bisa guna,2022-12-04 16:18:09,Perri Andrianto,1,BCA
lumayan bantu cuma bikin kesel kalo ganti kartu alih data sim registrasi ulang padahal kartu daftar masih pasang hp tiap sms kena biaya jadi paksa harus beli pulsa untuk aktifin bca aku jarang isi pulsa selalu isi paket data,2022-12-04 05:09:36,Miya ibanez,1,BCA
vermuk nya sangat buruk selalu gagal saat vermuk padahal cahaya terang cukup data benar si bukan upgrade downgradesangat kecewa,2022-12-03 21:55:21,Haris Setio Budie,1,BCA
tolol smnjak baru pake verifikasi wajah udeh coba brpa kali aje tidakbisa kalo update fitur di uji dlu jangan bug lgi sial gw tidakbisa pake mbangking gara fitur verifikasi wajah,2022-12-03 20:09:43,rafandra dilannaqeeb,1,BCA
habis baru kemarin malah parah ketik pake kartu sim buat data malah bisa buka aplikasi terang sim sesuai aneh masa buka aplikasi kirim sms dulu berapa biaya coba,2022-12-03 18:36:16,Muhammad Irpan,1,BCA
bca sekarang baharu bisa crgda tulis transferjdi bisa transaksi pke crdi baru apknya malh jelektolong di baik lgi,2022-12-03 18:32:01,d'one Hermaone,4,BCA
kalo system clear sama proses verifikasi kitas wajah jangan lah dlu d launching semua proses data udah submit diulang2 terus final step malah result proses verf notif nya gagal terus nyuruh regist atm lagi baharu bukan malah mudah malah bikin ribet wasting time annoying,2022-12-03 15:35:42,Roes Sandi,1,BCA
baru mau login foto ktp sama foto muka semua benar ikut langkah2nya kok gagal terus telah baru malah jadi ini,2022-12-03 08:25:51,Arif Nugroho,1,BCA
tampil menu aplikasi mungkin lebih d segar untuk mudah transaksi munkin contek sedikit aplikasi m banking belah,2022-12-02 09:03:13,Vv Official,4,BCA
sekarang perlu verifikasi data diri pakai ktp foto kalau pindah hp verivikasi pernah hasil padahal semua isi sesuai ktp,2022-12-02 07:42:37,Alesha Zahra,1,BCA
coba dong jadi ribet banget sih aplikasi mbanking nya diupdate minta verifikasilanjut gagal foto malah kcpsebelumnya aman aja makin lama makin kesini makin payah aja nih aplikasi ah ribeeeeeeett solusi nya dong nih harus dtg ke kcp cm buat vermuk doang gimana,2022-12-01 18:24:34,iv an,1,BCA
kait login no kartu telah verifikasi via sms hanya loading tempat selalu bisa alas internet loss padahal sinyal bagus aman aman ajah,2022-11-30 11:56:32,Muhammad Adnan Farkhan,3,BCA
stelah upgrade malah jadi error trus cek mutasi terang sending putar tempatmohon baik lampu pindah merah k hijau,2022-11-29 12:59:29,Me Lisa,1,BCA
dulu si waktu mau tf mudah kenapa sekarang gabisa terus padahal indikator hijau dan pulsa sedia terus muncul kata kata koneksi error mohon jelas,2022-11-29 09:35:03,zidan viandanu,5,BCA
bisa login kode otpnya pernah kirim malah makin susah verifikasi posisi kartu sim di slot 1 ada pulsa internet pakai kartu sebut lancar berinternet ulang kali kirim sms minta verifikasi otp sayang bisa,2022-11-27 09:10:13,Ridwan KUAS,1,BCA
kali kali masuk tidakbisa kirim sms bayar sampek habis pulsa tidakbisa apa apa masuk notif konek internet putus apa an orang pake wifi tidakjelas nih aplikasi kecewa buat,2022-11-26 06:17:24,Sahrudin Attar,1,BCA
mau login mbanking ganti hp susah minta ampun ngirim sms beberapa kali sampe pulsa abis telpon 1500888 ttp itu sangat sayang sekali di baik,2022-11-25 11:36:46,Siti Sofiyah,2,BCA
aneh banget mau cek saldo lampu merah trus padahal jaring bagus suruh updateupdate terbarumalah gimana ne aneh banget,2022-11-24 18:43:37,Erni Enora,1,BCA
knp bisa topup flazz dr mbanking pdhl aplikasi sdh update kalo stop idm alfamart ribet mereka sering trouble tidakbisa topup ujung beli kartu toll baru dr bank,2022-11-24 10:30:48,Ernii Leenatha,3,BCA
bca sih tiba pas login aplikasi selalu keluar mohon maaf ini transaksi bla bla bla uda lapor bca dekat cuma saran sinyal nya dukung pdhl sinyal uda sangat kuat pake wifipun tetep gabisa jangan mengkambinghitamkan sinyal deh aplikasi aja baik,2022-11-24 09:43:31,Zania Kosmetik,1,BCA
seh bca mobile login selalu koneksi internet putus kata padahal signal bagus paket data 7 gb pulsa biasa ada 10k 2x kantor bca tetap tidak bisa,2022-11-24 07:06:14,marsha 97,1,BCA
gak log on verifikasi tidak di prosespadahal pulsa adaudah sim 1jaringan bagusijin aplikasi benernomor sesuai,2022-11-23 19:58:22,David 99,1,BCA
salah pin ada pemberitahuan salah malah suruh coba pin blokir suruh registrasi atm udah registrasi tetep aja gabisa repot,2022-11-23 18:49:45,Agus Chandra Rully,1,BCA
kenapa yah kok instal ulang aplikasi jadi susah login padahal udah kali kali coba tetep aja gabisa selalu muncul tulis silah registrasi bca mobile atm padahal ganti hp nomor hp sesuai,2022-11-23 13:20:32,Rizal Purnama,2,BCA
kalau verifikasi tidakusahlah pake kirim sms gitu pulsa habis itu doank coba verifikasi pake kode otp tidakmakan pulsa kasi login pake fingerprint lah lawas pake password trus tunggu moga realisasi,2022-11-22 14:22:51,DiLo Ent,3,BCA
tampil kurang enak pandang brimo aja uda bagus apknya masak bca tidakada kaizen lebih maju mutasi uang batas 1 bulan aj di permata aj sampai berbulan2 cek mutasi uang keluar masuk,2022-11-21 17:27:10,Hendi Btiq,1,BCA
sedang ganggu bisa verifikasi perangkat baru berkali2 kirim sms verifikasi tidak tanggap bisa pakai aplikasi sms true,2022-11-21 11:58:11,Ayu Meiliani,5,BCA
kelas nama bca sering kali maintenance sangat ganggu sekali buat yang kerja administrasi gabisa off transaksi bca mobile sering kali maintenance nya bintang 1 sorry,2022-11-19 16:21:04,Andriansyah,1,BCA
show qr bisa akses aktifin dong aku mau daftar jual online punya bukti milik rekening pake bca xpresi jadi ada buku tabungankepemilikan rekening tolongg,2022-11-19 03:32:08,M Wildan Nusya,4,BCA
hallo kak maaf kak mau tanya saya susah login padahal kartu sim pakai di sim 1 pulsa ada sinyal paket data lancar lebih dr 10x login tetap bisa ya,2022-11-18 10:12:00,Riska Fajriyani,3,BCA
fitur awal kurang lengkap jadi sulit login padahal registrasi hasil klik mbca selau minta 16 digit kirim sms jadi bingung sendiri klu klikbca kece saldo tidak bisa transaksi alas registrasi padahal email aktivasi hasil,2022-11-18 01:14:18,Syafi'i Rimba,2,BCA
dua kali transfer bank tidak selalu ke field menu atas pilih bank pilih rekening tuju field pilih bank kosong dan terus ayo laaah bca loh,2022-11-17 18:08:16,winarto satung,1,BCA
layan bi fast selalu kalau realtime aneh nya selalu bilang jaring padahal kalau masalah soal jaring yang realtime tidak bisa,2022-11-16 20:12:29,Adhe Pratama Putra (Manajemen),2,BCA
sangat payah sekali aplikasi mau bikin rekening baru masa iya koneksi putus trus sampe2 pulsa hbis karna mau verifikasi bisa padahal koneksi internet lancar stabil baik dong jdi rugi pulsa 10k njir lah,2022-11-16 15:19:29,Rofi sahrul Ramadhan,1,BCA
sangat kecewa aplikasi bca mobile sekarang sangat susah login ulang ganti kartu sim padahal no kartu sim daftar atm bca pakai internet kartu sim daftar bahkan sms berkalikali tetap tidak proses buangbuang pulsa ajatolong baik,2022-11-16 12:38:22,Muhammad Yasir,1,BCA
parah banget baru mau pakai mbcamau akses gabisa pulsa sedot habis sms sampai habis 50000padahal jaring stabildan pulsa adaminta baik aplikasi,2022-11-15 15:07:02,Rika Yudarma,1,BCA
fitur qr hilang sangat sayang bukan tambah maju mudah pakai malah trnsfer manual pindah mandiri aje,2022-11-15 13:32:34,jakarta olshopp,1,BCA
mbangking bca kenapa sih awal nya mau transaksi lampu hijau nya pernah muncul ada merah mulu hapus dulu dong aplikasi nya udah gitu donwload tapi tetep loading nya lama sampe plsa nya udah potong tetep aja loading nya lama,2022-11-15 13:07:43,Muh ardi,1,BCA
kemarin reset hp instal ulang eh malah g login sms kirim aja suruh nunggu cs langsung malah suruh galeri pdhl sblm nyam lancar jaya bukan cuman tp temen synjuga ngalamin rupa,2022-11-15 10:57:07,S Trans,1,BCA
bca mobile versi baru ada barcodenya susah aktivitas transfer smua hafal no rekening di kembali mula terimakasih,2022-11-14 15:09:21,Fajar Ilham,1,BCA
kali kali pgn masuk gabisa masukin nomer kartu sms gabisa terus terang koneksi putus kuota banyakkk sinyal penuh astagaa feedback sms verifikasi gapernah muncul,2022-11-14 06:31:44,Dimas Pramuditya,1,BCA
yang mau belanja pagi ngambil uang atm jadi siang pelihara sistem plis lah kalo sekira bakal pelihara sistem kasih tau dulu pas semalem biar ngambil uang dulu sekarang uang tidakbisa ambil mana semua rekening 60bl0k,2022-11-13 04:08:24,Ardi Ardiansyah (Ado),1,BCA
tolong kalo malamjangan suka ganggu kadang suka transaksi malam sering ganggu terus kalo cuma 1jam 2jam gajadi masalah lah sampe jam jam tolong segera baik,2022-11-13 03:53:57,Mas Gugum,1,BCA
baik sistem mulu ih sering banget tiap jam 1 malamerror sejak update versi malah jd berat kalo transaksi ijo nya nongol biru trus tp transaksi masuk kadang malah merah enak dlu update lagi scan qr nya ilang jd rubet efesien,2022-11-13 01:30:36,indriyana nancye,5,BCA
mf knp aplikasi m banking d hp kok hilang jejak ypdhl sy pernah hapus instal mbanking d hp sekarang jd bingung kl transaksi hrs buka aplikasi ulangknp ysmg solusinyamksh,2022-11-12 20:12:20,Kristin Titin,5,BCA
kecewa banget fitur qris hilang updatetan harus fitur sebut jadi nilai plus buat efisiensi nasabah sekarang kalo mau transfer nyimpan nomor rekening dulu,2022-11-12 15:11:01,Realme X,1,BCA
aplikasi bagus saya mau beri saran kalo misal mau video call jaring nya selalu putus padahal udah pake wifi sambung data seluler juga putus mohon pt bank bca harap baik karena dapat ganggu nasabah bca,2022-11-12 07:13:35,Jojor taruli Sitohang,2,BCA
sangat kecewa komplain tanggap malah masuk akal aplikasi error akses malah suruh ini sudah ikut belum bisa juga,2022-11-11 16:37:36,Gaijhin Art,1,BCA
regis no hp mesin atm benar sim card sim 1 sudah hubung mobile banking bca pulsa banyak kuat data signal tinggi registrasi muncul vertifikasi about muncul proses makin lama bener aja bikin aplikasi,2022-11-10 14:28:07,illya Fate,1,BCA
di update kok tombol show qr nya hilang jadi kalo mau transaksi guna qr tidak dong kecewa bagai guna saat aplikasi uang lain berbondongbondong guna fitur simpel bca malah hilang fitus qrnya,2022-11-09 19:14:32,Hari Nugraha,1,BCA
lama gada keluh aplikasi bca mobile tp sangat sayang hapus fitur qr code padahal sangat mudah harus daftar norek tuju moga solusi untuk mudah,2022-11-09 17:00:38,Muhammad Fajrinaldi,5,BCA
sangat sebal dg proses perivikasi video call nya lebih 9x selalu putus putus tengah padahal kualitas jaring sudah pakai wifi alih data seluler sangat setabil di baik,2022-11-09 16:08:00,Ida Irawan,1,BCA
sangat resah ada qrbca transaksi makin mudah tinggal scan beres semua transaksi tetapi upgrade aplikasi eh malah downgrade spt jaman baheula aseeem asem,2022-11-08 22:13:58,Mustofa,2,BCA
habis aktifin no hp baru mbca atm udah aktif tidak aktivasi app mbca udah habis duit puluh ribu selalu suruh coba beberapa lagi apaansi anjir ribet banget app kalian bisa penuh fitur kalian sendiri parah bener,2022-11-08 17:59:25,Mercia Ashorie,1,BCA
registrasi via sms hasil via atm hasil pas buka mbca malah gagal aktivasi berkali2 bantu s bank call halobca tetap tidak solusi mereka kena aplikasi terus gimana bisa aktivasi,2022-11-07 15:28:39,Ghifari Zaka P.,1,BCA
update baru hilang transfer scan qr sungguh jelek dulu kalo mau tf temen tinggal scan qr mau kirim no rek tinggal kirim qr itu praktis bikin repot sekarang kalo tf rek baru kirim no rek harus ketik 1 1 kok jadi malah downgradejadi repot tidak praktis,2022-11-06 10:14:19,NearLo,1,BCA
kecewa banget sama mbanking sekarang masa uang hilang trus di transfer kalo sekal gpp tiap transaksi selalu hilang uang nya mending ush pake aja kalo uang nya ilang trus,2022-11-06 00:16:08,Mutia Fuzi,1,BCA
daftar mbanking sampe abis pulsa gagal terus alas koneksi internet putus padahal wifi super kencang guna akhir balik pake token kalo cuma token perlu download aplikasi mending lewat web semua admin saran hasil apa tetap samagagal,2022-11-05 18:38:41,Saeful Hidayat,1,BCA
semenjak update transfer orang tidak klik bagi rekening nya tidak bisa scan barcode gw kira doang nyata udah minggu aja gin,2022-11-05 17:37:20,Novri Andi,1,BCA
masak upgrade versi baru barcode ngak kl belum tinggal buka barcode kl sprt transaksi agak ribet kurang efisien kl customer mau transfer lwat qris ngk harus nyimpen no rekening dlu,2022-11-05 14:43:33,Bombom Chelskie,2,BCA
login selalu transaksi batal padahal pulsa jaring masalah sama sekali hubung cs ikut semua alur di beri tahu tetap tidak bisa padahal sudah lebih 5k pulsa habis untuk kirim sms tidak hasil sama sekali,2022-11-03 21:35:40,salsa lutfi annisa,1,BCA
bca rusakkk udah 2x hilang uang jelas atm bca pertama bulan maret besar rp 50000 lalu ke 2 bulan november rp 40000 luar potong biaya admin bulan di riwayat transaksi mutasi muncul notice jelas,2022-11-03 20:28:18,Jhanoed wokwok,1,BCA
bagus ringan sangat perlu tambah fitur terang nama lengkap milik rekening serta nomor rekening bagi akun agar mudah screenshoot bukti milik rekening utama milik tabung xpresi tidak milik buku tabung,2022-11-03 18:08:25,Hendik Rahmat,4,BCA
lbh baik kalo transaksi kartu tambah limit per transaksi contoh 1250000 jadi 2000000 dengan nominal asal lbh besar dr 1250000 sy sering guna saat butuh lebih perlu berkalikali itu buat terlalu lama,2022-11-03 15:06:31,Noor Solichin alatperagasemarang,5,BCA
kurang app dari dulu kurang kembang ada login by scan sidik jari wajah bukti transfer screen shoot manual konek aplikasi emoney tampil gitu,2022-11-03 08:19:19,Rizal Lutfi Auliya Abdillah,2,BCA
ya saldo hilang coba cek mutasi rekening tidak ada transaksi saldo hilang sebut mohon bantu saldo bisa kurang ada transaksi mutasi,2022-11-02 19:57:44,Eyesoul Cirebon Engkun,4,BCA
paraaaaaaahhh bagus metode bayar qris mudah nasabah transaksi kok malah bikin nasabah sulit transaksi padahal bca bank bank paling maju looh diamtara lain tp malah sekarang makin bonafit sama sekali kecewa,2022-11-02 12:39:29,Chandra Bifadlika,1,BCA
mau laku verifikasi aktivasi mbca selalu muncul jaring putus suruh ulang udah kali kali coba gagal terus padahal kuota paket data sinyal aman banget mohon bantu aktivasi lebih baik,2022-11-02 07:41:34,Afrian Piesca Firmanda,1,BCA
ganti no hp m banking sudah kirim pas balik ke m banking terang sementara dapat prosesitu ya udah nunggu brp jam samaudh habis brp pulsa buat ngirim sms hasil selalu samamohon jelas terimakasih,2022-11-01 20:26:43,Syaefur Syaefur,5,BCA
mohon saat start app launch nya lebih cepat nunggu lampu merah hijau nya tambah lambat kalo di app nya tambah mode buka guna sidik jari biar lebih praktis efektif,2022-10-31 23:36:46,Andrian Saputra,3,BCA
masuk nomor kartu atm sudah terima sms tp pas balik buka aplikasi malah tulis koneksi putus mohon maaf transaksi dapat proses pdhl baru mau daftar m banking sblmnya sudah buat rekening baru non buku,2022-10-31 17:10:40,Muhammad Andaru Prasetya,3,BCA
tiap login m bca proses lelet sering gagal alas koneksi internet mana biaya sms minta terus tp gagal mulu gilir urus potong pajak bulan pernah gagal setan emang,2022-10-31 16:26:57,OPICK JEN,1,BCA
kalau mau masuk akun susah banget padahal pulsa sinyal kuota ada malah gabisa beberapa kali suruh coba beberapa lagi udah gtu kan jadi potong pulsa masuk coba benerin bca,2022-10-31 14:50:44,Wisnu Heriyono,5,BCA
knp yaa di update kok malah g buat transaksi lampu indikator merah trus pdhl jaring oke,2022-10-31 11:42:32,Tika Maimunah,1,BCA
kn kok sering sekali verifikasi ulangalasan sim card di guna sesuai padaha g pernah ganti kartu lepas kartu kalau pas butuh tibaverifikasi pas g pulsa repot sih hampir bulan sekali verifikasi dong semenjak cek saldo pin kok jadi ikut sering verifikasi,2022-10-31 09:33:19,M NUR HUDA,4,BCA
lebih hati hati sekarang guna aplikasi mbca khusus pakai transfer via mbca sbgai customer bca mngalami dobel transferpadahal saya hanya laku sekali transfer jadi dua kali transfer orang yang sama tidak aman guna aplikasi mbca,2022-10-28 09:18:24,Fransy Rumintjap,1,BCA
aplikasi rada ribet buat log in mbca segala via sms udah nyoba kali kali ttp sms nya gagal kurang praktis sistem log in nya bank lebih simple praktis pake password sekarang msh bisa log in mbca,2022-10-27 14:05:16,jaja sumarja,1,BCA
no good habis pulsa 10k laku mbca malah koneksi putus terus terus rugi banget guna bca kalau untuk gaji rugi bilang koneksi stabil jelas2 sni jaring full rugi waktu rugi pulsa ngk banget nyesel banget langsung unisntall mbca,2022-10-25 08:03:34,Aisyah Krisdiyan,1,BCA
lampu indikator jadi hijau nya lamaaaaa banget jadi kalo mau transfer cek saldo kn lampu indikator nya hijau lamaaaa banget kalo mau hijau udah refresh berkali2 begitu,2022-10-24 05:58:59,Ujang Saprudin,1,BCA
aplikasi bagus sayang minta kode otp sangat susah sekali sudah coba lama jam bom hasil hpnya mode pesawat mati tidak hasil mungkin depan lebih baik,2022-10-23 21:06:58,Joshu Kurniawan,4,BCA
kalau mau bikin aplikasi yang bener dong semua ngikuti tunjuk daftar mbanking pas aplikasi bca mobilenya ngaconya sementara bisa akses mohon coba beberapa lagi ulang ulang sampe mau kiamat terus notifikasi,2022-10-22 15:06:57,Sandra Sumual,1,BCA
bagus download aplikasi jadi tau banyak saldo potong tiba mutasi nya tau dulu potong 15rb cuman sekali bulan lah sekarang sampe 2 kali bulan sempat pernah potong 40rb tiba tanpa ada informasi atau mutasi nya,2022-10-22 07:36:22,Wahyu Solahudin,1,BCA
aplikasi mudah untuk laku transaksi cuma keluh tibatiba aplikasi bca mobile raib dari hp saat saya instal ulang login nyata bisa masuk sistem meski ikut langkah2 saran,2022-10-20 19:48:47,Ghaisan zaka Priantono,4,BCA
